ID,Marital_Status,Sex,DV,age,Years_Education,hours_worked,Occupation,income,capital_wealth
10585,Never_Married,Female,1,38,14,24,Administrative,24211.13,5881.59
10586,Never_Married,Female,0,40,13,32,Administrative,34402.28,0.55
10587,Never_Married,Female,0,34,12,32,Unemployed,3700.68,0.03
10588,Never_Married,Female,0,42,17,27,Unemployed,3700.89,4.93
10589,Never_Married,Female,0,54,12,37,Professional,63010.88,49586.48
10590,Never_Married,Female,1,68,13,14,Trade,50192.4,100002.67
10591,Never_Married,Female,0,50,14,29,Retired,26202.73,21478.66
10592,Never_Married,Male,0,46,16,29,Other,31876.99,2063.53
10593,Never_Married,Male,1,,17,34,Trade,43537.22,85103.99
10594,Never_Married,Female,0,47,13,19,Administrative,31692.53,6288.09
10595,Never_Married,Female,0,54,15,30,Administrative,36813.94,68703.79
10596,Never_Married,Female,1,57,12,31,Unemployed,3691.06,851.02
10597,Never_Married,Female,0,40,18,24,Trade,37237.14,1493.6
10598,Never_Married,Female,1,58,12,28,Unemployed,3660.14,851.01
10599,Never_Married,Female,0,40,16,30,Professional,23098.4,983.09
10600,Never_Married,Male,0,47,11,31,Administrative,33221.71,6289.29
10601,Never_Married,Female,0,44,12,29,Trade,17367.21,2452.42
10602,Never_Married,Male,0,37,8,34,Other,29608.77,6.65
10603,Never_Married,Male,0,37,15,37,Retired,40215.21,1.89
10604,Never_Married,Female,0,50,15,27,Retired,31379.33,7934.68
10605,Never_Married,Female,0,40,8,35,Unemployed,3833.9,24.54
10606,Never_Married,Female,0,47,15,30,Trade,46937.7,5937.72
10607,Never_Married,Female,0,40,15,32,Administrative,13667.86,2207.9
10608,Never_Married,Female,0,42,11,22,Trade,37042.31,1497.78
10609,Never_Married,Male,0,51,14,28,Retired,49895.54,51429.55
10610,Never_Married,Male,0,35,9,19,Trade,24124.7,388.82
10611,Never_Married,Male,0,48,12,28,Trade,44288.52,5439.35
10612,Never_Married,Female,1,55,11,35,Administrative,26601.43,66479.09
10613,Never_Married,Male,1,57,13,32,Retired,15448.66,85101.24
10614,Never_Married,Female,0,34,9,32,Administrative,50558.46,1
10615,Never_Married,Male,0,44,8,30,Trade,8886.92,2.02
10616,Never_Married,Female,0,33,14,24,Trade,25433,6.09
10617,Never_Married,Female,0,33,16,29,Professional,19859.17,5.7
10618,Never_Married,Male,0,47,16,30,Trade,47564.93,5934.47
10619,Never_Married,Female,0,35,11,29,Administrative,56399.84,389.28
10620,Never_Married,Female,0,47,20,26,Administrative,33168.08,6284.95
10621,Never_Married,Female,0,45,14,32,Administrative,33779.95,2.33
10622,Never_Married,Female,0,39,12,29,Other,35750.55,1495.6
10623,Never_Married,Female,1,54,12,27,Professional,46188.91,68699.62
10624,Never_Married,Female,0,42,17,30,Professional,29792.23,2065.73
10625,Never_Married,Female,0,41,15,38,Professional,45292.94,5.65
10626,Never_Married,Male,0,40,11,26,Other,10921.26,2206.86
10627,Never_Married,Male,0,48,13,27,Retired,22816.9,5439.84
10628,Never_Married,Female,0,37,15,23,Administrative,9493.22,5.4
10629,Never_Married,Female,0,50,17,28,Unemployed,3657.58,214.8
10630,Never_Married,Female,0,51,14,34,Trade,49297.06,32167.14
10631,Never_Married,Male,0,49,10,19,Trade,50840.05,7940.44
10632,Never_Married,Male,0,49,13,27,Professional,70468.14,7939.36
10633,Never_Married,Female,0,49,9,30,Unemployed,3788.22,79.43
10634,Never_Married,Male,0,46,14,29,Trade,43533.69,3831.57
10635,Never_Married,Female,0,43,9,33,Other,38710.43,1496.24
10636,Never_Married,Female,0,50,12,29,Retired,29332.73,21478.8
10637,Never_Married,Female,0,32,13,34,Professional,46366.95,1.28
10638,Never_Married,Male,0,42,10,26,Unemployed,3593.97,4.95
10639,Never_Married,Male,0,39,14,26,Trade,29081.68,6288.21
10640,Never_Married,Female,0,45,10,38,Administrative,32698.29,-2.15
10641,Never_Married,Male,0,54,10,31,Professional,54842.52,44295.79
10642,Never_Married,Female,0,45,13,28,Retired,37233.62,1491.86
10643,Never_Married,Female,0,49,12,27,Unemployed,3694.92,79.38
10644,Never_Married,Female,0,47,13,29,Administrative,30560.57,2068.48
10645,Never_Married,Female,0,36,15,32,Professional,27563.01,1.8
10646,Never_Married,Female,0,30,12,31,Retired,43072.13,3.63
10647,Never_Married,Female,0,47,17,33,Unemployed,3867.62,24.54
10648,Never_Married,Female,0,41,14,38,Administrative,46568.5,1.66
10649,Never_Married,Male,1,41,15,30,Other,12286.45,2210.72
10650,Never_Married,Male,0,42,15,34,Other,7495.95,1.35
10651,Never_Married,Male,0,49,11,28,Trade,48385.1,21479.39
10652,Never_Married,Male,0,45,10,31,Professional,62489.23,1496.51
10653,Never_Married,Male,0,36,17,24,Trade,41243.01,1.2
10654,Never_Married,Male,0,43,14,32,Retired,44618.57,3833.43
10655,Never_Married,Female,1,,17,34,Professional,61977.18,7940.6
10656,Never_Married,Female,1,60,15,31,Administrative,33581.96,93467.49
10657,Never_Married,Female,1,58,14,33,Administrative,35131.9,85101.31
10658,Never_Married,Female,1,62,11,33,Administrative,35032.07,100002.95
10659,Never_Married,Female,0,36,9,24,Administrative,4489.45,-2.78
10660,Never_Married,Female,1,56,11,29,Professional,49561.51,66480.57
10661,Never_Married,Female,0,43,14,36,Professional,19440.56,2456.43
10662,Never_Married,Male,0,49,15,31,Administrative,38299.82,13335.06
10663,Never_Married,Female,1,61,12,28,Trade,42258.72,100005.12
10664,Never_Married,Male,1,49,15,34,Trade,40602.28,7941.2
10665,Never_Married,Female,0,45,12,24,Trade,48822.51,2.22
10666,Never_Married,Female,0,37,14,32,Professional,24943.2,5883.32
10667,Never_Married,Male,0,39,14,30,Administrative,41483.83,4.94
10668,Never_Married,Female,0,49,10,28,Retired,45510.36,21483.27
10669,Never_Married,Female,0,47,9,29,Trade,52103.06,3834.39
10670,Never_Married,Female,0,38,11,31,Professional,5848.72,2.72
10671,Never_Married,Male,0,50,11,30,Professional,54788.12,7935.38
10672,Never_Married,Male,0,41,14,33,Unemployed,3722.67,24.54
10673,Never_Married,Female,0,45,12,27,Retired,56430.56,1499.43
10674,Never_Married,Male,0,44,9,26,Unemployed,3708.91,24.51
10675,Never_Married,Female,0,44,16,36,Unemployed,3650.37,4.91
10676,Never_Married,Male,0,42,13,32,Administrative,45091.48,3829.83
10677,Never_Married,Male,0,38,11,29,Professional,21455.64,985.56
10678,Never_Married,Female,0,36,12,30,Retired,47906.36,5933.1
10679,Never_Married,Male,0,39,11,33,Administrative,44959.79,3828.79
10680,Never_Married,Female,0,38,9,32,Administrative,17988.48,2455.08
10681,Never_Married,Female,0,41,16,32,Administrative,43349.67,3833.73
10682,Never_Married,Female,1,55,12,33,Trade,48458.5,77017.06
10683,Never_Married,Female,1,55,11,34,Retired,26810.29,90308.45
10684,Never_Married,Male,0,46,10,30,Administrative,29924.24,2067.01
10685,Never_Married,Male,0,38,11,32,Retired,31046.06,2.64
10686,Never_Married,Male,0,30,8,31,Retired,37001.67,1.61
10687,Never_Married,Male,1,65,12,12,Other,45322.7,100004.41
10688,Never_Married,Male,0,43,19,26,Unemployed,3835.41,24.55
10689,Never_Married,Female,0,37,14,32,Professional,36867.19,1497.05
10690,Never_Married,Male,0,49,15,26,Other,39721.29,13333.43
10691,Never_Married,Male,0,46,13,22,Administrative,34603.58,4.46
10692,Never_Married,Female,0,44,14,32,Professional,22793.73,979.79
10693,Never_Married,Male,0,40,14,28,Retired,13761.46,2209.29
10694,Never_Married,Male,0,55,11,38,Administrative,35115.66,66476.08
10695,Never_Married,Female,0,39,10,30,Trade,21290.24,987.66
10696,Never_Married,Male,0,37,11,31,Administrative,12436.79,2208.85
10697,Never_Married,Female,0,37,16,34,Professional,8363.82,-0.31
10698,Never_Married,Male,0,44,12,29,Other,18811.4,2452.08
10699,Never_Married,Male,0,41,10,33,Professional,17863.78,2458.2
10700,,Male,0,50,12,33,Retired,16841.26,21479.67
10701,Never_Married,Female,0,40,11,29,Other,873.3,493.72
10702,Never_Married,Female,0,,16,30,Other,25245.2,5885.33
10703,Never_Married,Female,0,51,19,32,Administrative,27595.35,35324.35
10704,Never_Married,Female,0,,15,34,Other,49735.15,90308.8
10705,Never_Married,Male,0,41,13,27,Trade,33769.81,6285.54
10706,Never_Married,Male,0,39,14,30,Professional,15200.72,9.61
10707,Never_Married,Female,0,52,12,27,Other,37078.75,35324.26
10708,Never_Married,Male,1,54,15,28,Other,45469.27,77219.97
10709,Never_Married,Female,0,36,13,33,Unemployed,3825.09,24.51
10710,Never_Married,Female,0,37,14,30,Trade,27120.66,0.89
10711,Never_Married,Female,0,45,15,33,Trade,47438.79,3833.47
10712,Never_Married,Male,0,47,15,24,Other,42726.37,2.19
10713,Never_Married,Female,0,45,13,29,Trade,49616.72,3831.85
10714,Never_Married,Female,0,35,14,28,Trade,14076.23,387.51
10715,Never_Married,Male,0,44,12,30,Retired,43652.62,5932.94
10716,Never_Married,Female,1,57,11,26,Other,43140.62,85099.2
10717,Never_Married,Female,0,47,17,26,Professional,46287.07,3829.8
10718,Never_Married,Male,0,40,13,26,Trade,8133.91,5.07
10719,Never_Married,Male,1,63,17,29,Unemployed,3726.22,1000.02
10720,Never_Married,Female,0,40,10,31,Other,23231.98,985.98
10721,Never_Married,Female,0,39,12,34,Unemployed,3584.4,4.94
10722,Never_Married,Male,0,40,15,25,Professional,24397.22,5884.55
10723,Never_Married,Male,0,46,12,30,Trade,46799.5,5933.82
10724,Never_Married,Female,0,46,14,25,Other,40456.5,4.94
10725,Never_Married,Female,0,46,12,31,Administrative,29308.95,6291.17
10726,Never_Married,Female,1,51,14,28,Professional,71616.42,51434.26
10727,Never_Married,Female,0,44,19,28,Retired,23910.36,5883.86
10728,Never_Married,Male,0,51,14,36,Unemployed,3518.71,353.26
10729,Never_Married,Female,0,38,9,31,Other,49643.04,5935.26
10730,Never_Married,Female,0,39,14,33,Retired,33395.19,2062.87
10731,Never_Married,Female,0,45,13,31,Trade,47420.41,5935.08
10732,Never_Married,Female,0,47,15,26,Retired,23364.19,983.88
10733,Never_Married,Female,1,58,17,26,Professional,66421.61,85103.51
10734,Never_Married,Female,0,44,13,29,Professional,19711.85,2457.26
10735,Never_Married,Female,0,48,16,29,Trade,46179.93,5442.29
10736,Never_Married,Male,0,49,13,28,Unemployed,3931.67,214.8
10737,Never_Married,Male,0,49,14,25,Administrative,37319.01,7937.97
10738,Never_Married,Female,0,36,12,30,Other,18365.46,2457.62
10739,Never_Married,Female,0,38,13,30,Other,17178.8,2453.11
10740,Never_Married,Male,0,50,16,29,Unemployed,3645.56,214.81
10741,Never_Married,Female,0,46,17,30,Trade,54374.17,1496.31
10742,Never_Married,Male,1,69,14,6,Trade,41802.46,100003.84
10743,Never_Married,Female,0,43,13,29,Professional,15739.65,2.55
10744,Never_Married,Female,0,42,13,33,Other,30965.42,2070.87
10745,Never_Married,Male,0,37,10,26,Other,23615.25,5888.68
10746,Never_Married,Male,0,47,14,20,Professional,42688.9,4.65
10747,Never_Married,Female,0,38,10,26,Trade,38205.4,1492.32
10748,Never_Married,Female,0,45,14,31,Other,39800.79,2.92
10749,Never_Married,Male,0,42,14,23,Professional,34550.69,4.69
10750,Never_Married,Female,0,46,10,31,Administrative,36107.73,1496.6
10751,Never_Married,Female,0,35,12,35,Retired,8689.22,387.88
10752,,Female,0,46,10,30,Professional,59907.85,1492.11
10753,Never_Married,Female,0,44,15,32,Administrative,13131.44,2206.78
10754,Never_Married,Female,0,41,14,33,Trade,31312.9,2061.8
10755,Never_Married,Male,1,43,8,21,Retired,21335.6,983.72
10756,Never_Married,Female,0,46,14,27,Unemployed,3802.42,24.57
10757,Never_Married,Male,0,45,11,31,Other,31788.12,6288.8
10758,Never_Married,Female,1,49,10,34,Administrative,33002.92,7941.46
10759,Never_Married,Female,0,44,14,34,Other,28441.14,5.85
10760,Never_Married,Male,0,31,17,30,Administrative,15642.05,1
10761,Never_Married,Male,0,50,13,30,Unemployed,3644.13,79.37
10762,Never_Married,Female,0,42,13,34,Trade,34009.65,4.68
10763,Never_Married,Female,1,53,14,41,Trade,46819.47,100002.64
10764,Never_Married,Female,0,53,17,35,Other,44186.17,77219.38
10765,Never_Married,Female,0,46,15,,Administrative,35385.36,1493.26
10766,Never_Married,Female,0,37,17,28,Professional,12519.33,2206.54
10767,Never_Married,Male,0,43,13,27,Professional,20372.02,2455.37
10768,Never_Married,Female,0,44,13,34,Trade,30376.75,5.22
10769,Never_Married,Female,0,43,12,26,Other,23252.52,982.96
10770,Never_Married,Male,0,47,15,36,Trade,47550.51,5934.54
10771,,Female,0,32,16,28,Administrative,28374.37,-0.95
10772,Never_Married,Female,0,43,13,30,Trade,11556.73,2209.46
10773,Never_Married,Female,0,47,10,36,Other,47730.33,5933.71
10774,Never_Married,Female,0,41,11,32,Other,15521.25,4.24
10775,Never_Married,Female,0,37,10,26,Trade,15336.77,4
10776,Never_Married,Female,0,44,13,29,Professional,21388.96,984.53
10777,Never_Married,Female,0,48,14,,Retired,40975.56,5442.1
10778,Never_Married,Female,0,38,12,24,Other,46895.23,3.45
10779,Never_Married,Male,0,,11,32,Other,12046.41,2208.31
10780,Never_Married,Female,0,44,14,29,Trade,29432.18,2064.23
10781,Never_Married,Female,0,46,16,32,Professional,70401.45,1490.41
10782,Never_Married,Female,0,44,10,,Administrative,29914.34,6288.55
10783,Never_Married,Female,1,58,17,31,Professional,60674.78,85102.87
10784,Never_Married,Male,0,43,13,28,Trade,16007.97,1.39
10785,Never_Married,Female,0,36,11,32,Professional,41466.93,4
10786,Never_Married,Female,0,38,16,26,Unemployed,3551.24,4.92
10787,Never_Married,Female,0,44,14,27,Administrative,47998.82,4.13
10788,Never_Married,Female,0,36,12,32,Unemployed,3710.25,24.51
10789,Never_Married,Female,0,45,14,28,Unemployed,3710.77,24.55
10790,Never_Married,Female,0,41,14,31,Professional,22867.94,984.28
10791,Never_Married,Female,1,39,16,27,Administrative,26448.15,5887.08
10792,Never_Married,Female,0,52,13,28,Administrative,42045.35,51434.07
10793,Never_Married,Male,0,37,10,32,Trade,39365.25,1495.7
10794,Never_Married,Male,0,50,13,25,Retired,43811.36,7939.84
10795,Never_Married,Male,1,62,19,37,Professional,67422.35,100003.8
10796,Never_Married,Male,0,49,9,28,Other,43452,21476.03
10797,Never_Married,Female,1,48,9,27,Other,42655.7,5445.23
10798,Never_Married,Female,0,43,17,33,Retired,36282.38,1495.17
10799,Never_Married,Female,0,51,15,33,Retired,35401.33,35325.01
10800,Never_Married,Male,0,49,9,30,Professional,73983.58,7941.87
10801,Never_Married,Male,0,48,18,28,Trade,50537.38,5448.62
10802,Never_Married,Female,0,49,18,28,Unemployed,3686.11,214.78
10803,Never_Married,Male,0,40,13,29,Professional,23442.87,983.4
10804,Never_Married,Female,1,51,14,28,Trade,46003.06,51429.32
10805,Never_Married,Male,1,65,9,11,Trade,43983.44,93466.84
10806,Never_Married,Male,0,47,18,32,Other,42644.13,-0.96
10807,Never_Married,Male,0,51,17,29,Retired,15809.09,35323.83
10808,Never_Married,Female,0,43,15,28,Other,29880.46,2064.91
10809,Never_Married,Male,1,54,11,30,Administrative,31376.85,68706.62
10810,Never_Married,Female,1,52,15,32,Retired,16589.68,35324.04
10811,Never_Married,Female,0,47,11,25,Retired,42768.33,0.08
10812,Never_Married,Female,0,35,15,36,Administrative,47584.82,386.74
10813,Never_Married,Male,0,39,12,34,Professional,22832.3,981.41
10814,Never_Married,Male,0,47,18,26,Other,34538.33,6288.22
10815,Never_Married,Male,0,38,17,33,Unemployed,3574.6,4.94
10816,Never_Married,Female,0,47,13,30,Other,42071.96,6.19
10817,Never_Married,Female,0,51,11,27,Administrative,33001.4,35327.98
10818,Never_Married,Female,0,46,9,32,Trade,46408.5,3832.64
10819,Never_Married,Female,1,58,14,27,Administrative,28577.5,85103.6
10820,Never_Married,Male,0,44,14,29,Other,20054.61,2456.27
10821,Never_Married,Female,0,50,10,32,Trade,45907.77,13337.31
10822,Never_Married,Female,0,39,10,25,Unemployed,3726.84,24.53
10823,Never_Married,Male,0,42,14,26,Administrative,4283.17,0.4
10824,Never_Married,Male,0,44,8,34,Trade,9905.03,2210.67
10825,Never_Married,Male,0,51,18,40,Administrative,26552.68,32169.86
10826,Never_Married,Female,0,41,14,33,Other,26019.81,5890.03
10827,Never_Married,Male,0,44,13,37,Other,23253.65,982.6
10828,Never_Married,Male,0,47,14,26,Trade,47503.77,3824.14
10829,Never_Married,Male,1,55,15,30,Trade,45348.05,90309.18
10830,Never_Married,Female,0,45,12,33,Retired,31052.02,2063.27
10831,Never_Married,Male,0,47,11,28,Other,37163.1,1494.11
10832,Never_Married,Female,0,44,13,22,Administrative,15926.13,5.98
10833,Never_Married,Male,0,46,15,37,Trade,51820.46,4.62
10834,Never_Married,Male,0,43,12,35,Professional,32185.48,6286.36
10835,Never_Married,Male,1,50,12,28,Other,46639.72,21479.25
10836,Never_Married,Female,0,38,16,28,Professional,5838.69,2.62
10837,Never_Married,Male,0,47,9,33,Administrative,33457.07,2063.23
10838,Never_Married,Female,1,55,9,30,Other,33187.81,90307.87
10839,Never_Married,Female,0,45,10,36,Other,42349.92,6.43
10840,Never_Married,Male,1,50,19,33,Unemployed,3598.34,214.76
10841,Never_Married,Male,0,43,17,24,Other,21432.63,981.54
10842,Never_Married,Male,0,38,11,25,Unemployed,3772.39,24.54
10843,Never_Married,Female,0,48,10,30,Other,45165.78,5442.72
10844,Never_Married,Male,1,50,9,32,Professional,73822.18,13336.54
10845,Never_Married,Female,0,42,10,30,Administrative,21931,983.77
10846,Never_Married,Female,0,36,14,30,Professional,43479.87,5936.82
10847,Never_Married,Female,0,41,13,24,Administrative,11524.53,2208.4
10848,Never_Married,Female,0,50,10,29,Professional,67530.15,21478.12
10849,Never_Married,Female,0,34,12,30,Unemployed,3723.38,0.02
10850,Never_Married,Female,0,45,9,32,Retired,28380.25,1.24
10851,Never_Married,Female,1,50,12,26,Professional,81115.74,13337.19
10852,Never_Married,Male,0,41,11,33,Trade,17871.95,2451.99
10853,Never_Married,Female,0,49,12,30,Trade,49298.28,7936.96
10854,Never_Married,Male,0,50,15,,Administrative,32640.68,21477.85
10855,Never_Married,Male,0,47,12,34,Retired,38950.8,1493.1
10856,Never_Married,Female,1,58,9,26,Trade,42713.84,85100.74
10857,Never_Married,Female,0,44,14,23,Retired,26350.92,5883.93
10858,Never_Married,Male,0,46,14,25,Unemployed,3579.36,4.94
10859,Never_Married,Male,0,47,12,37,Trade,49098.66,5.3
10860,Never_Married,Female,0,44,16,26,Professional,41553.7,-0.72
10861,Never_Married,Male,0,,13,37,Other,19062.57,2.94
10862,Never_Married,Female,0,43,17,36,Professional,15197.5,2.73
10863,Never_Married,Female,0,40,8,26,Other,22939.62,984.71
10864,Never_Married,Male,0,,12,35,Administrative,47727.04,4.83
10865,Never_Married,Female,0,40,8,27,Trade,7170.61,3.83
10866,Never_Married,Female,0,39,16,,Trade,41585,2.27
10867,Never_Married,Male,1,49,11,29,Retired,30592.16,21481.81
10868,Never_Married,Female,0,40,10,32,Administrative,15383.79,5.95
10869,Never_Married,Female,0,42,14,29,Unemployed,3794.7,24.55
10870,Never_Married,Male,0,37,12,32,Unemployed,3550.59,4.92
10871,Never_Married,Female,0,51,18,30,Other,35147.67,32170.04
10872,Never_Married,Female,1,56,19,28,Administrative,35891.26,90307.24
10873,Never_Married,Female,1,56,13,22,Professional,65367.56,66484.52
10874,Never_Married,Female,0,34,18,29,Administrative,26736.39,2.33
10875,Never_Married,Female,1,51,17,34,Other,48228.97,32168.16
10876,Never_Married,Female,0,36,15,36,Administrative,49362.51,5936.71
10877,Never_Married,Female,0,45,11,27,Unemployed,3642.54,4.92
10878,Never_Married,Female,0,49,17,25,Unemployed,3826.33,79.42
10879,Never_Married,Male,0,29,13,38,Professional,36135.2,-0.71
10880,Never_Married,Male,1,56,15,32,Trade,53731.95,77021.42
10881,Never_Married,Female,0,42,9,30,Professional,23442.52,977.59
10882,Never_Married,Male,0,36,8,30,Other,8799.25,0.14
10883,Never_Married,Female,1,52,17,26,Other,36239.93,35320.66
10884,Never_Married,Male,0,52,14,35,Other,43500.36,35323.61
10885,Never_Married,Male,0,44,10,36,Other,33508.82,6289.21
10886,Never_Married,Male,0,41,18,27,Professional,41347.49,1.92
10887,Never_Married,Female,0,48,16,32,Other,33236.4,5446.48
10888,Never_Married,Female,0,45,18,27,Administrative,32697.52,6290.41
10889,Never_Married,Male,1,55,13,28,Administrative,30276.22,90310.34
10890,Never_Married,Female,1,55,16,32,Professional,65849.25,77018.74
10891,Never_Married,Male,0,39,16,38,Trade,40582.51,4
10892,Never_Married,Male,1,57,17,28,Retired,35008.44,85101.51
10893,Never_Married,Male,0,47,11,28,Retired,44682.16,3835.4
10894,Never_Married,Male,0,47,12,27,Other,34231.34,6288.63
10895,Never_Married,Male,1,56,11,25,Other,37450.78,77022.77
10896,Never_Married,Male,0,55,12,24,Administrative,30053.36,90310.51
10897,Never_Married,Female,0,50,8,30,Professional,64169.53,7940.28
10898,Never_Married,Female,0,54,15,34,Trade,44744.73,44297.49
10899,Never_Married,Female,0,30,12,32,Administrative,13553.31,0.7
10900,Never_Married,Male,0,50,9,25,Retired,19012.72,7940.68
10901,Never_Married,Male,0,41,16,34,Professional,17909.13,2455.18
10902,Never_Married,Female,1,54,14,31,Retired,28166.32,44297.15
10903,Never_Married,Female,0,,9,32,Trade,43440.29,77014.42
10904,Never_Married,Female,0,39,11,28,Trade,51844.58,3832.44
10905,Never_Married,Male,1,53,16,37,Other,29977,49588.92
10906,Never_Married,Female,0,44,18,26,Trade,11258.59,2208.91
10907,Never_Married,Male,1,58,19,29,Administrative,25538.64,85101.28
10908,Never_Married,Female,0,39,14,30,Other,14258.89,2.58
10909,Never_Married,Female,0,48,16,31,Trade,47061.99,5439.1
10910,Never_Married,Male,1,38,13,28,Administrative,32184.86,2068.38
10911,Never_Married,Female,1,50,12,28,Professional,49388.6,21479.85
10912,Never_Married,Female,0,38,12,33,Other,25233.84,5884.87
10913,Never_Married,Female,0,40,13,26,Unemployed,3833.94,24.53
10914,Never_Married,Female,1,42,15,31,Professional,45424.32,5933.55
10915,Never_Married,Male,1,,8,34,Administrative,34452.45,90307.72
10916,Never_Married,Female,1,55,15,27,Other,35902.11,66478.3
10917,Never_Married,Female,0,46,12,32,Professional,57085.74,1495.41
10918,Never_Married,Female,0,44,14,29,Unemployed,3717.07,24.54
10919,Never_Married,Female,0,36,13,27,Administrative,38478.36,1497.85
10920,Never_Married,Male,0,39,14,34,Retired,22581,980.74
10921,Never_Married,Female,0,53,12,28,Trade,44662.12,77218.3
10922,Never_Married,Female,1,50,14,32,Trade,43858.9,13336.66
10923,Never_Married,Female,1,37,15,24,Administrative,35214.86,1493.29
10924,Never_Married,Female,0,46,13,34,Trade,48102.29,3834.05
10925,Never_Married,Female,0,50,11,27,Administrative,38315.17,7941.33
10926,Never_Married,Female,0,48,16,25,Administrative,33636.06,5446.11
10927,Never_Married,Female,0,34,10,29,Professional,30823.5,0.61
10928,Never_Married,Female,0,40,18,24,Trade,41258.67,1.67
10929,Never_Married,Male,0,46,17,29,Other,37438.56,1497.91
10930,Never_Married,Male,0,47,9,31,Retired,27732.76,5.97
10931,Never_Married,Female,1,57,13,33,Administrative,35458.05,85103.04
10932,Never_Married,Male,0,37,13,32,Other,35600.23,1493.91
10933,Never_Married,Male,1,57,9,33,Trade,47569.2,85103.25
10934,Never_Married,Male,0,55,17,36,Professional,66489.93,90310.54
10935,Never_Married,Female,1,57,15,31,Trade,47602.55,85103.06
10936,Never_Married,Male,1,47,15,31,Administrative,35805.61,1496.23
10937,Never_Married,Female,0,44,14,33,Unemployed,3776.55,24.54
10938,Never_Married,Male,1,70,12,10,Retired,44859.87,93466.76
10939,Never_Married,Male,0,32,18,34,Other,43286.22,0.53
10940,Never_Married,Male,0,48,9,28,Retired,20516.88,5443.96
10941,Never_Married,Male,0,49,13,23,Administrative,31735.21,7941.81
10942,Never_Married,Female,0,41,9,26,Other,42742.3,2.16
10943,Never_Married,Female,1,55,10,29,Unemployed,3710.41,664.79
10944,Never_Married,Female,1,52,18,29,Other,41112.72,35325.74
10945,Never_Married,Male,1,57,12,30,Retired,33116.1,85102.83
10946,Never_Married,Male,0,48,13,27,Professional,62831.67,5442.61
10947,Never_Married,Male,0,49,16,32,Retired,65589.99,13338.93
10948,Never_Married,Male,0,53,16,33,Trade,44973.94,44292.61
10949,Never_Married,Male,0,45,14,29,Other,47314.53,3829.89
10950,Never_Married,Male,1,53,12,34,Other,39655.77,44295.47
10951,Never_Married,Male,0,44,14,27,Trade,19492.7,2453.49
10952,Never_Married,Male,1,46,14,31,Administrative,28516.69,6288.64
10953,Never_Married,Male,0,48,13,25,Retired,15752.2,5445.62
10954,Never_Married,Male,0,44,13,34,Professional,34863.16,3.61
10955,Never_Married,Female,0,40,15,25,Professional,29195.38,8.49
10956,Never_Married,Female,1,58,11,39,Administrative,31494.39,85104.05
10957,Never_Married,Female,0,33,10,33,Professional,31039.09,0.88
10958,Never_Married,Female,0,52,17,26,Unemployed,3856.01,353.25
10959,Never_Married,Female,0,49,12,25,Professional,51439.98,7940.52
10960,Never_Married,Male,0,44,10,22,Administrative,22570.42,984.07
10961,Never_Married,Female,1,55,17,29,Professional,61105.21,66482.31
10962,Never_Married,Female,0,45,15,33,Trade,49724.39,3831.66
10963,Never_Married,Male,0,48,10,34,Administrative,36538.94,5444.53
10964,Never_Married,Male,0,49,13,32,Administrative,33206.82,13335.9
10965,Never_Married,Female,0,46,15,24,Retired,27543.55,6.78
10966,Never_Married,Male,1,56,11,33,Other,35379.66,77021.15
10967,Never_Married,Female,0,36,13,32,Administrative,30006.75,3.31
10968,Never_Married,Male,0,44,9,37,Retired,30669.21,3.42
10969,Never_Married,Female,0,45,15,29,Retired,34636.67,2064.03
10970,Never_Married,Male,0,45,10,33,Administrative,26720.1,5.42
10971,Never_Married,Male,0,47,9,25,Administrative,28892.27,4.53
10972,Never_Married,Male,0,47,16,30,Other,43397.81,5931.75
10973,Never_Married,Female,0,42,15,23,Unemployed,3766,24.56
10974,Never_Married,Female,0,39,17,31,Trade,39891.95,1.74
10975,Never_Married,Female,0,48,18,28,Administrative,35418.77,5445.49
10976,Never_Married,Female,0,,12,24,Retired,29875.97,32167.93
10977,Never_Married,Male,0,39,14,30,Other,25512.59,5887.57
10978,Never_Married,Female,0,48,17,34,Administrative,34192,5443.72
10979,Never_Married,Male,0,48,12,30,Other,28604.45,5446.88
10980,Never_Married,Male,0,51,13,37,Trade,49507.47,35320.72
10981,Never_Married,Female,1,57,17,26,Administrative,33329.02,85099.15
10982,Never_Married,Female,0,49,14,30,Trade,46141.48,7940.51
10983,Never_Married,Male,1,58,18,37,Professional,46752.71,85099.29
10984,Never_Married,Male,0,44,15,20,Other,39464.23,2.86
10985,Never_Married,Female,1,52,14,26,Administrative,32646.48,35323.71
10986,Never_Married,Male,0,48,11,36,Trade,52554.65,5444.96
10987,Never_Married,Female,0,44,10,30,Administrative,49793.05,5932.76
10988,Never_Married,Female,0,50,13,33,Trade,48925.33,21482.39
10989,Never_Married,Male,0,39,9,31,Professional,26389.37,5882.55
10990,Never_Married,Female,0,36,20,35,Other,13994.33,1.51
10991,Never_Married,Male,0,47,12,30,Other,33550,2063.82
10992,Never_Married,Female,0,40,11,31,Other,23953.1,5886.33
10993,Never_Married,Male,0,50,8,28,Professional,47403.73,21480.02
10994,Never_Married,Female,0,41,13,35,Retired,25798.55,5887.06
10995,Never_Married,Female,0,48,14,31,Professional,55409.42,5444.52
10996,Never_Married,Male,0,50,12,31,Professional,58178.47,13331.22
10997,Never_Married,Female,0,37,14,28,Professional,37928.95,1496.69
